gene_id,10.5_n1,10.5_n2,11.5_n1,11.5_n2,13.5_n1,13.5_n2,15.5_n1,15.5_n2,15.5_n3,15.5_n4,18.5_n1,18.5_n2,P0_n1,P0_n2,Adult_n1,Adult_n2
PPP6R1,1124.76,1617.87,266.97,578.95,2042.79,1758.75,3727.94,3155.17,1389.92,1057.96,1876.82,1833.96,4206.87,3212.76,2378.78,3052.97
CDC42SE2,2155,2373,232,829,1349,939,1918,1902,630,469,666,777,1843,1434,1179,1541
LTN1,1204,1842,264,729,1504,1038,1748,1962,874,679,1010,1235,1345,1411,1342,1389
DOC2A,26.51,37.16,1,10.86,6.21,4,12.69,1.3,2,1,1,0,1,4.77,0,0
TBC1D30,104,288,14,169,109,64,91,125,67,62,58,95,169,115,181,290
SLC39A1,929,890,259,475,3060,2290,2837.8,2855,1119,769,1759,2022,3114,2296,1581,2263
LRRC15,10,25,11,42,40,4,94,69,52,53,108,236,368,340,44,48
ANKRD44,380.97,710.94,168,417,500,273,1012.99,1169,403,339,344.97,482.95,754,780,962,1056.04
CX3CR1,116,189,34,94,916,459,712,546,229,204,318,280,269,220,43,124
IMMT,2550,3295,453,1199.3,4483,3607,3818.96,3081.61,2703,3087,4390,4294,8334.99,5853.48,4690.93,6052.84
CEMIP,118,97,17,121,506,599,128,101,78,60,91,130,256,225,807,577
ZDHHC19,1,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0
TMEM106C,213,197,40,123,379,347,591,712,178,168,160,185,688,394,444,553
IL1RAPL1,4,8,12,61,25,10,34,40,17,12,12,17,8,14,7,9
MPP3,129,237.16,21,142,96,77,419,221.01,246,232,162,226,1480.96,1309.01,37,55
ACTN2,6,32,146,263,4618,5401,22582,9107,11121,8102,25194,26153,37815,29687.03,8333,10251
RNASE9,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
NRROS,99,101,39,78,461,176,451,323,179,117,223,320,446,375,157,269
TRPM3,155,532.67,19,316.59,114,34,173.84,184,111,125,79,117,168,241,198,205
ACOT4,1,18.47,0,32,17,3,9,5.91,3,11.49,12,16.49,61.88,46.05,38.12,16.05
RFT1,240,324,77,163,468,359,472,566,168,154,160,281,602,424,303,404
MOGAT2,125,135,3,20,29,35,6,8,1,3,3,1,3,0,2,2
EZR,1106,1129,106,452,2140,2294,3310,3744,1883,1336,1015,2181,7090,4546,9541,13213
REXO4,648,795,132,252,689,495,1079,1049,341,254,292,293,993,722,717,871
CCDC171,97,117,20,61,75,78,79,110,53,35,36,45,60,78,77,85
TCHH,5,3,0,11,10,24,71,51,11,3,11,18,60,41,179,224
OR2T6,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0
SMIM30,185,161,49,104,267,288,804,962,158,106,146,203,1096,810,706,1068
B4GALT3,376.8,423.24,97.39,211.37,686.88,493.33,838.93,901.21,208.14,160.56,176.3,218.65,644.21,544.02,625.94,834.93
TMCO1,506,463,85,258,1041,948,1492.99,1652.2,449,420,556,549,1494.51,989.84,1095.65,1492.25
BMPR1B,251,504,61,196,373,177,619,912,251,148,165,244,433,453,332,414
CEBPE,3,0,0,2,0,3,0,1,2,0,1,0,0,0,6,0
GET3,874,958,189,437,1171,1177,1405,1476,417,364,634,685,1604,1153,946,1410
ATP6V1A,1382,1875.87,324,904.5,2265,1496,2805.15,3249,1267,1032,1368,1909,2661.66,2397.5,2991,3577
PMP2,1,0,0,7,0,1,0,0,0,1,1,0,39,32,7,12
TCP10L2,0,0,1,28,4,0,4,3,6,2,3,0,11,8,5,10
SP140,7.03,13.03,3,103.62,68.45,39.47,43.32,43.11,35.04,40.47,21.99,23,88.55,59.87,119.05,208.7
TMEM171,0,0,0,1,10,4,34,13,3,8,14,12,112,71,43,100
CHERP,504.11,723.62,99.74,244.14,373.44,282.43,1662.28,1543.79,173.75,140.52,269.26,245.62,1205.96,1031.67,923.8,1099.8
PKDREJ,4,8,2,20,49,34,33,38,23,15,24,38,37,45,32,36
EPHA3,1510,2327,850,1891,3327,1198,2441,2725.01,898,613,1134,1301,1091,949,774,892
NAV2,581,1790,147,558,1256,903,1890,1344,873,665,1180,946,1464,1704,726,724
ROBO2,611,1265,440,1543,1003,445,956,1461,551,412,589,829,588,607,269,358
SPDYA,3.37,8.85,1.24,6.76,5.58,1.11,16.05,21.09,1,3.29,4.12,3.35,43.77,28.38,10.01,24.14
NUP188,1851,3044,404,837,1657,1201,2052,2199,641,450,765,815,1397,1096,1014,963
PBX1,1633,3347,571,1716,2430,1364,4241,4907,1252,932,865,1286,3327,3560,2733,3535
MAGI3,648,977,139,439,1842,1471,1376,1328,626,564,728,857,903,962,1252,1302
ST6GALNAC3,375,466,142,358,686,431,254,320,67,50,94,94,98,91,30,57
ARL13A,0,0,0,1,0,1,0,0,0,0,0,0,0,6,0,0
ADARB2,314.7,481.99,67.56,313.86,118.76,73.69,95.4,70.02,35.8,51.29,38.74,38.95,36.5,36.56,23.37,22.51
GAN,471,970,137,373.5,502,273,900.51,792.57,415,353,367,414,663.71,618.16,1320.66,1197.04
CPNE8,38.36,82.03,27,93.99,114.1,72,275.83,502.12,131,84,95.24,176,689.71,560.04,693.64,866.98
SLC22A9,0,0,0,13,2,0,0,0,1,1,0,0,0,1,1,0
H1-3,8112,4979,1154,1378,6226,4767,19,41,1009,705,1731,1603,22,26,24.01,56
HOOK2,134.09,181.18,48.96,77.28,161.39,85.23,369.67,459.1,105.31,83.61,96.91,94.39,513.54,322.13,628.09,731.08
DLG2,37,103,73,159,340,289,460,499,148,101,121,166,221,200,379,318
LRRTM4,24,36,8,74,71,104,204,363,77,42,33.37,49.1,79,63,29,30
SERP2,62,51,15,37,46,57,41,40,14,8,12,17,47,18,18,23
ADAM17,843.44,1170.21,219,450.45,1802.58,1113,2307.29,2589.85,852,748.56,1080,1028.23,2103.62,1715.11,2183.57,2922.29
A1CF,1,2,0,7,8,0,0,1,0,0,0,0,0,0,0,0
ISOC2,65,72,22,64,91,132,400,500.7,83,94,92,65,408.98,300,388,568
PLEKHG3,123,284,64,161,1169,756,851.83,858,412,348,413,413,1137,921,1561,1690.25
PCDH15,20,42,15,139,49,42,86,77,17,16,29,30,19,14,7,6
TERB1,6,4,0,7,1,1,19,12,0,5,7,4,19,17,7,7
SH2D6,0,0,0,5,0,0,4,1,0,0,0,1,5,6,8,21
ASAP2,666.42,1019.09,118.67,352.94,444,303.75,780.39,847.37,189.89,188.81,196.79,246.05,759.25,774.98,932.99,1118.02
LYPD9P,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RNF103,253,360,76,233,676,479,1021.04,1078,479,387,540,660,1284,982,1162,1531
ZNF112,47.56,83.43,21,81,123,91.49,118.58,143,107,50,64.68,91.58,182.66,148,132.34,204
ZMAT1,25,51,12,72,53,75,260,317,47,47,37,56,309.98,236,199.89,196
RAP1B,1216,1442,255,880,2069,1491,3794,4086,1093,931,1117,1559,3831,3021,2765,3871
JUN,485.9,500.99,176,238,1198.98,871.93,1419.94,1334.91,581.98,360,760,719,1002,890.84,1554.89,2049.97
RAB7B,1,4,1,14,44,20,217,105,100,79,119,166,309,201,455,535
TLN2,1592,2754,544,1061,2971,1990,3155,2007.08,2110,1812,3624,3227,2893.02,2652.77,1356.02,1405.18
TNRC6A,1750,3408,475,1158,1395,939,2798,2969,1032,812,620,841,2388,2557,2336,2432
C6orf89,338.16,382.87,91.05,302.27,1101.13,1115.28,1099.37,1123.88,558.74,631.15,766.21,868.45,2203.83,1481.24,1008.91,1441.12
ZNF608,952,1683,209,660,1413,1042,1189,1856,543,398,478,569,859,907,643,724
KCNT2,35,64,5,44,82,52,119,64,68,54,68,80,93,114,144,124
MAP1B,16855,33451,1224,14122,9362,6202,6069,2780,2899,3319,5253,5249,2050,2356,646,654
KLRC2,0,0,0,6,0,0,0,0,0,1,0,0,0,0,1.99,3.89
SUCLG1,869.75,889,173,438,1651,1771,3127,2472,1871,2427.08,2812,2531,7493.02,5055,3201.01,4421.03
SWT1,371.33,554.29,90.26,282.23,498.77,332.41,586.82,679.2,268.79,243.35,226.9,233.42,377.58,301.68,447.19,503.41
REPIN1,368,517,50.73,131,402,292,476,424,224,176,239,202,472,323,279,389
TRAF7,1500,1801,344,750,1843,1263,2612,2647,909,685,1033,1200,2798,2296.83,1396,1878
GPR25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF212,363,403,86,166,325,235,558,729,189,142,180,190,607,522,462,556
GRK4,58.44,131.47,21.42,554.58,62.12,61.52,108.66,130,126.48,118.52,64.95,87.94,122.08,106.91,100.98,105.19
C19orf44,159.89,247.38,53.26,91.86,234.56,198.57,405.72,411.21,131.25,75.48,121.74,111.38,366.04,265.33,189.2,247.2
NUP107,1246,1406,187,425,1032,627,988,1256,264,171,317,343,706,612,429,450
ATAD2B,1389.15,2446,328,1086.76,1206,815,1620.97,1975,864,766.1,793,895,1116.08,1179.17,1038.06,1077.07
BEST2,0,0,0,1,0,0,12,15,5,12,9,9,15,1,34,63
CYSLTR1,13,26,8,20,54,49,29,57,29,16,32,38,62,41,89,138
SAE1,2490,2531,442,983,2505,1862,3058,3811,596,478,870,909,2351,1626,1461,1837
JUNB,40,28,9,7,102,92,124,140,155,99,154,179,272,213,1183,1333
TAS2R3,0,3,0,4,3,2,0,0,1,1,0,0,0,0,5,3
REEP1,632,823,58,759,929,712,2333,1227,962,760,1399,992,2651,2366,747,833
NRK,149,709,873,1404,4737,4070,22917,15735,8825,6208,13821,11760,8763,10326,210,190
DNAH6,14,124,0,22,68,55,772,648,767,643,26,418,613,420,347.72,532.8
PRKCB,95,146,7,134,194,218,129,67,60,57,40,71,66,53,56,46
UBXN8,141,166,29,111,361,258,312,434,127,105,137,164,374,300,246,331
LAMB2,689,913,297,430,2296,1988,4114,3082,2679,1785,4077,4303,6232,5519,5483,5594
MSL1,1481,2101,296,787,1761,1284,3348,3308,873,754,972,1032,2745,2264,1989,2646
SENP7,429.14,721,135,507,634,448,1229,1450.2,400,357,408,454,675.21,706,548,649
PRKG1,234,472,148,459,1182,901,1407,1914,651,472,776,1232,1083,1011,604,778
ARHGEF15,120.07,167.33,39,111.73,334.21,246,696.3,479.71,224.64,149,239.99,229.27,824.19,691.19,574.94,663.86
BPI,1,0,1,0,0,6,0,0,0,0,0,0,1,1,0,0
RNASEH2A,677,648,113,199,715,510,518,576.02,238,184,258,301,689,397,341,419
CTIF,268.57,478.72,74.73,331.53,344.93,246,907.96,894.31,222.54,154.64,272.24,289.35,668.41,684.63,377.82,465.82
FBXO31,231,310,83,134,313,274,653,593,781,533,1159,1092,1943,1351,1505,1893
GLIS3,124,182,56,101,193,108,400,433,210,144,138,242,352,357,249,378
RNF157,425,798,203,478,491,332,1091,896,602,414,1035,693,940,738,256,367
CPVL,0,0,0,0,0,0,0,0,0,0,0,0,12,7,3,7
GAS1,709.9,771.87,257.9,377,1087.76,894.6,2588.88,2585.83,504.88,332.91,687.64,839.89,2005.94,1552.95,754.68,866.95
MRPL35,313.71,296.58,54,165.32,446.11,480,537.01,540.18,257,229.78,247.86,320.15,825,475.96,509.2,732.08
CYP2F1,0,0,1,1,24,9,5393.81,5724.88,4092,2721,2029,2392,15704.41,10774.35,59026.95,102407.64
UBE2QL1,81,203,18,202,67,55,65,57,14,16,19,25,73,32,31,46
UBA2,3630,4224,621,1531,3180,1970,3465,4036,1066,791,1314,1667,3200.98,2449.59,1867.62,2240
HRH1,5,5,3,15,3,1,2,3,0,4,12,1,8,11,45,65
CREB5,175,342,167,376,474,270,1312,1598,602,523,588,685,1015,1044,457,556
KRCC1,331,360,76,223,752,596,1177,1372,441,450,453,624,1689,1177,1581,1960
CNTN2,944,3956,18,1388,96,36,6,8.84,19,16,13,22,13,11,10,2.01
SV2B,53,30,15,57,134,88,128,79,80,57,100,86,40,56,10,18
SPINK2,7,4,0,4,8,8,27,30,8,2,26,29,60,26,7,9
CD8B,0,0,0,0,0,0,1,0,0,0,0,0,5.87,6.29,0,0
BRSK2,476,867,5,243,39,20,50,16,14,15,7,7,43,45,18,25
JAM2,856,1055,48,315,447,225,1183,1018,593,484,873,840,1361,1186,1738,1938
CLEC12A,2,5,1,9,27,29,17,19,5,4,17,20,24,15,28,46
CFAP300,110,119,17,79,95,69,265,364,80,44,47,83,159,90,71,91
C11orf95,1367,2419,472,975,1673,1114,3032,3856,725,513,607,622,1984,1723,965,1127
LINS1,231,304,60,183,246,171,392,422,113,90,88,121,306,221,242,330
MYH7,10,36.8,130.88,199.41,6739.8,8612.78,4663.76,2842.78,3118.36,2469.14,4992.03,8545.78,3375.53,4921.21,160.99,67.59
TMEM248,789,945,179,443,1562,966,1945,2141,589,480,623,797,2110,1641,1929,2551
GPR141,1,0,0,14,4,1,4,6,3,3,5,6,8,3,18,21
YAP1,2031,2966,636,1399,2708,1985,4843,5433,1535,1262,1955,2145,4494.16,3835.96,3872,4712
FANK1,3,8,0,9,6,1,66,88,34,23,4,8,74,42,38,70
SOCS3,130,123,26,53,196,159,341,350,167,133,339,242,507,360,325,477
RNF103-CHMP3,741,961,203,507,1634,1351,2091,2480,812,681,870,1194,2877,2051,2719,3470
RNF26,410.19,542.58,93.44,201.36,554.98,428.55,937.86,1075.14,172.68,113.64,221.56,241.37,709.23,557.43,231.76,356.05
GSX1,18,24,0,9,0,0,0,0,0,0,0,0,0,0,0,0
SUPT7L,420,613,124,303.11,583,429.86,556.47,612.99,208,164,218,315,504.84,395.69,339.24,472.26
MAPK11,395,500,35,159,139,84,142,124,37,36,35,34,258,133,464,870
PTPRT,91,155,29,268,220,143,259,463,89,56,67,115,145,113,118,142
SPAG16,52,48,0,30,2,4,281,382,117,94,6,45,255,164,158,338
FES,100,174,51,86,193,152,345,348,165,110,214,164,556,380,271,431
DAW1,1,4,0,0,1,0,45,53,11,12,0,5,50,20,13,38
GPR21,45,103,31,107,52,38,29,21,42,53,35,33,13,22,12,27
CDH22,90,55,2,22,5,10,11,6,6,5,7,11,9,9,53,88
BCL3,9,6,6,2,26,11,76,62,28,35,15,41,182,109,276,401
SPACA3,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,1
MLLT11,466,689,28,635,221,186,1321,837,307,301,446,373,2043,1390,773,1071
CIB4,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0
PRX,139,175,46,83,183,134,563,658,152,126,177,228,955,666,787,795
ARHGAP20,85,137,40,273,383,139,551.98,389.98,307,245,498,477,330.98,469.95,149,159
STYX,479.97,875.87,129.52,504.05,964.19,715.92,1531.24,1687.16,789.82,670.01,937.9,912.36,1691.77,1584.26,1141.73,1204.11
BTN2A2,8,15,10,13,24,23,22,11,2,2,0,3,9,9,2,2
RAET1E,185,167,57,101,171,122,134.83,159,30,25,31,69,267.99,101,1380.99,1897.97
DAND5,16,13,3,21,44,34,72,84,48,40,33,34,138,68,98,146
NDFIP2,455.57,649.37,111.61,385,748.01,632.57,1221.6,1252.68,437.76,441,406,571.42,1424,1098.57,1261.51,1754.19
DSPP,0,0,0,12,0,0,1,1,0,0,20,10,6,3,0,0
TRMT1L,463,503,80,223.73,595,456,863.16,836,302,266,358,242,546.75,382.04,625.18,790.73
OR9G1,0,0,0,26,0,0,0,0,1,8,0,0,0,0,0,0
DDX10,560,715,102,342,633,462,835,958,250,213,270,312,873,587,624,677
RAB4B,128,171,33.7,102,246,223,315.94,365.95,168,97.28,141,164,480.83,298.39,257.41,389.95
POM121,627.18,1187.74,158.37,394.94,587.65,371.84,2207.7,1819.71,264.16,194.34,283.2,311.96,1177.82,1116.86,814.64,913.72
NRGN,5,1,4,15,47,60,33,25,6,6,5,6,19,4,9,8
SEC61B,718,562,139,244,789,620,1042,1450,418,275,340,410,926,611.24,596,798.99
SLAMF8,1,0,0,11,3,1,4,1,0,2,0,0,1,2,6,14
GATD3B,351,349,92,198,1003,1060,1252,1147,702,710,985,793,1817,1259,1763,2535
GAS5,2399,4100,619,933,1561,1232,3123,4528,912,733,537,798,4621,3076,2976,3728
DIS3L2,565,885,150,337,619,457,616,626,305,262,375,448,894,661,383,539
FICD,49,64,23,46,156,135,254,258,108,71,124,159,274,206,265,307
TARM1,0,0,0,2,0,0,3,1,0,2,0,0,5,1,1,2
EDDM13,0,3,0,0,0,0,4,1,1,0,0,0,39,6,0,2
RXFP2,2,10,8,14,27,15,21,6,4,7,4,1,11,14,5,3
ATP6V1E2,1,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0
TRIM50,3,1,0,0,0,0,0,0,1,0,0,1,3,0,0,0
OR13A1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
CACNG8,13,13,4,27,8,3,3,9,0,2,0,0,1,0,0,0
PHGDH,2975,3003,540,1018.41,2364,1567,1609.47,1836,396,288.83,591,728,1217,964,738,831
ADAMTS18,65,224,79,178,594,241,142,126,81,57,99,83,87,74,4,15
CBX7,16,44,6,20,10,8,40,58,31,28,6,5,164,192,550,737
HUNK,662,1169,236,490,1000,657,689,909,159,110,135,166,373,309.14,161,231
MAPK14,810,1145,164,403,1127,798,2377,2133,846,750,1144,1026,2768,2003,2339,2784
ADAMTS19,177,381,83,139,754,625,163,193,94,90,67,110,241,266,19,23
THOC7,870.16,861.28,146.86,416.8,794.06,657.3,1530.03,1979.04,459.3,355.37,510.9,533.85,2013.29,1303.19,1168.66,1482.01
GGCX,190,304,127,169,904,664,964,1121,440,344,589,461,691,656,593,752
HHIPL2,8,1,0,5,2,1,10,7,2,3,3,1,14,8,8,9
HS6ST3,5,9,2,6,26,9,12,3,5,0,3,3,0,7,7,1
TG,8,8,2,6,122,127,40091,6554,42356,31220,390,14056,147460,200755,149,110
KDM3A,1596,2280,333,944,1568,1099,1809,1975,708,623,583,696,1752,1789,1248,1352
TNFAIP6,251,281,69,117,76,38,350.84,311.18,142,94,263,354,363.99,329,150.02,187
TCF4,2153,4417,1241,2908,2292,1274,5881,6755,2646,2043,2449,2901,3801,4374,2801,2843
USP21,563,663,170,342,712,461,783,947,216,140,204,215,644,402,568,699
TRIM60,1,1,0,16,0,2,0,0,0,0,0,0,0,0,0,0
NRDC,1456.01,2375.78,317.76,1031.37,1611.44,1296.44,3291.37,3583.13,1123.27,991.52,1334.12,1447.62,4718.46,3487.68,5522.32,6113.39
KCNIP1,22,51,6,90,55,33,20,11,4,5,3,8,9,11,8,3
LGALS7,2,2,1,6,15,28,272,33,30,52,58,168,447,85,3289,2967
CSTF2T,1583,1839,373,942,1988,1416,1330,1604,654,501,849,1111,1065,849,709,858
SHISA7,10,60,4,70,7,2,53,46,6,18,4,1,12,14,9,16
EBF4,43,57,33,37,82,69,132,292,37,35,36,25,149,112,44,34
C7orf50,203,158.39,29,53,167,140,295,380.49,57,39,51,57,285,206,133,159
SMAGP,9,13,2,13,119,156,145,156,85,68,95,100,305,172,459,777
IER2,240,206,35,42,239,266,370,447,91,85,105,109,480,382,448,673
EIF3K,1786,1772,356,787,2055,2074,1680,2169,823,596,969,1062,1821,1089,1093,1647
C17orf100,21.7,40.22,9.2,25.8,17.41,12.39,33.43,40.47,9.1,14.22,3,10,32.1,15.11,26.24,36.15
TANC2,624,1853,273,981,1875,1406.3,2264,1663,1143,842,974,1499,1707.2,1872,1225,1402
ZFAND2A,282,419,81,238,529,371,529,609,212,147,212,297,817,561,567,719
FATE1,0,1,1,4,0,0,1,2,0,2,0,0,1,0,0,0
RPIA,273.76,321.1,75.03,258.6,328.03,181.04,394.66,456.74,130.2,169.86,141.11,177,401.19,259.95,595.84,811.19
SH3PXD2A,1614,2781,925,1571,4813,2922,11381,9231,4558,3632,4553,4979,7965,7300,5321,5547
TLL1,46,88,35,72,187,226,164,277,124,88,108,116,147,163,219,229
DENND4A,308,632,86,347,632,428,624,609.62,405,358,465,569,574.23,744.05,525.99,517.45
ALDH7A1,839,971,231,478,1643.24,1214,1166.93,1651.53,412,316,519,419,966.37,664,759.39,1051.51
PLXNB1,2471,4199,396.98,1236,1579,1055,2695,3136,955,750,439,634,2942,2074,4880,5316
GPER1,6,36,6,36,75,36,75,77,72,31,74,87,86,82,16,28
TGM5,0,0,0,2,15,12,24,1,19,22,25,104,116,47,383,510
C12orf66,24,33,2,13,11,30,141,172,27,9,26,36,182,115,158,192
DPEP2,0,2,0,21,0,2,16.93,17,13,8.82,9,6.71,63.86,48.78,33.83,49.93
MAST1,68.73,152.34,3.72,117.19,14.09,6.79,73.38,10.65,3,21.2,9.27,8.19,31.09,22.43,40.52,33.18
NEBL,140,318,54,185,5796,6123,365,347,206,238,164,282,523,387,1573,1594
DUSP7,645,768,215,309,603,373,847,926,301,240,333,364,596,490,796,949
TMEM39B,144,178,37,76,166,115,273,285,37,22,33,47,176,102,123,203
PTRH1,9,14,3,5,28,18,39.64,50.76,8.27,8,15.32,20.32,55.14,31.63,94.05,99.21
SOX14,24,22,1,12,1,0,3,13,0,3,0,0,0,0,0,0
CHD8,1943,3830.67,579.17,1629.03,2082.47,1537.96,3178.27,3243.45,1305.53,1045.57,1155,1593,2877.57,2928.02,1939.83,2022.34
CHCHD3,1010,901,183,441,1747,1998,2569,2190,1710,1796,2968,2831,4942,3413,2904,3742
LYSMD1,155,150.01,36,121.47,248.94,164.07,358.29,469.69,155,115,154.38,191.98,422.58,269.48,289.88,376.91
RDH8,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
UBXN7,2454,4525,570,2006,2361,1514,2476,3316,1496,1243,1121,1605,1925,1918,1399,1653
C17orf97,2,6,0,3,1,2,187,325,95,62,4,14,162,65,35,112
KRT16,0,0,0,4,8,0,472.83,2.36,10,42,12,562,1532.1,321.99,1005.73,2390.33
EXOC6,183,237,37,105,523,413,686,641,505,431,747,623,1325,1029,879,1244
GRWD1,867,920,161,296,814,574,604,608,215,168,306,404,522,349,336,382
OR11G2,2,0,0,32,0,0,0,0,0,7,0,0,1,2.02,0,0
CAMK2D,206,416,71,324,2080,1871,1634,1610,1026,879,1368,1499,2284,1968,1288,1636
BCL2A1,1,1,0,0,19.01,7,8,16,5,6,2,5,53,29,26,39
PPFIA2,53.96,156.16,6,207.14,91.26,47.75,128.84,74.64,52,49.88,44.86,56.49,52,55.28,15,16
NUDCD3,1406,1823.99,300,756,1798.97,1421,2404.97,2559.97,991.99,761,1368,1500,3146.96,2424.94,2331.96,2727.99
TXLNA,1780,2341,444,855,2020,1457,3700,4022,910,657,970,1129,2564,2220,1870,1978
LIPG,84,164,15,58,42,19,65,39,24,23,30,25,34,26,68,79
ADGRG4,0,2,0,33,0,0,0,0,0,2,0,0,1,0,0,0
DNAJC5G,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0
SLC51B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEPE,0,0,0,4,0,0,0,0,11,3,27,52,17,6,5,1
FPGT,270,368,50,159,363,301,316,410,170,119,200,170,286,245,421,554
SRCAP,1981.22,4455.9,505.98,1475.89,1759.07,1341.91,3834.88,3361.4,1297.21,1026.66,1385.78,1340.97,1833.64,2356.79,2101.21,1974.56
SH2D4A,11,14,1,5,101,80,166,267,101,86,94,100,388,198,857,1200
SLC39A8,455,403,46,145,626,609,165,200,76,79,65,80,209,177,338,561
ECH1,393,364,135,249,1304,1406,1780,1666,994,1823,1226,1372,4126,2779,2501,3665
MAT2A,2483.69,3588.29,469.9,1172.31,2244.43,1633.57,6101.61,5385.44,1858.78,1655.84,1886.84,2417.09,8027.05,7520.87,6872.02,8452.35
KDM4D,0,12,2,5,14,7,2,13,1,0,4,5,5,4,1,2
NANP,160.17,146.06,31,39.25,196.75,137.94,305.48,368.91,71,60.21,52.92,65.19,316.35,191.77,165.17,182.27
CYHR1,1014,1600,313,619,1601,1426,2577.69,2480.71,964,796,1136,988,3113.26,2291.74,2066.23,3039.21
SHISA6,20,52,1,73,252,128,44,51,10,4,4,4,16,29,4,1
CNN3,4776.98,5578.98,1084.98,2809,5052.98,3116.99,11122.99,14338.98,2019.99,1485,2758,3022,7054,5110.99,2092.99,3108
ADNP2,775,1159,193,407,994,724,960,1042,400,308,432,561,651,565,547,744
STUM,87,104,16,55,25,34,423,336,56,54,89,79,97,81,77,116
LGALS4,6,14,6,2,7,10,85,85,20,48,3,3,330,278,137,218
PDE5A,565,975,231,433,3055,1549,1453,2023.08,861,582,740,748,1037,1073,812,1171
CD8A,0,1,1,12,0,3,2,1,1,1,2,2,4,11,2,4
ZFP14,61,90,25,78,90,86,143,157,57,57,51,64,153,107,151,179
TUSC1,13,7,8,12,37,40,87,109,20,12,18,23,79,43,22,31
TDRD9,6,7,4,3,30,32,64,18,25,17,33,23,31,37,23,25
NDST1,2022,3471,616,1289,3728,2267,5050,4570,1640,1254,1669,2289,4135,4394,2653,2945
TMEM179,21,30,6,36,40,29,28,12,6,23,7,9,27,10.08,8,10
SIRT5,231.82,370.84,92.12,562.7,292.33,217.8,408.99,317.44,266.32,294.79,288.86,316.48,372.46,292.79,397.92,410.95
NT5DC3,53.91,100.71,23.46,84.42,179.82,138.34,730.8,665.7,239.24,164.41,267.94,243.58,853.96,824.9,1042.69,1042.98
TCEAL5,13.17,22.52,4.12,21.67,50.51,56.78,750.19,515.12,82.5,66.53,145.95,157.09,1464.89,996.83,49.61,52.94
KLK13,2,1,0,15,5,7,159,44,157,155,76,263,838,388,4469,5892
ERCC6,740,1342,201,428.35,526,325,634.85,747.75,343,245,247,367,556,579.96,608.71,641.25
OR13G1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
PKP3,35,61,26,27,92,24,450,370,178,151,147,401,904,429,2643,2983
SKIDA1,831,1141,139,419,518,388,332,404,97,54,108,113,222,175,84,78
UTP18,579,616,94,233,494,354,678,850,209,132,211,267,633,462,443,512
CAPN12,2.14,5.43,0,11.03,8.48,1.05,7.5,5.39,3.23,6.44,8.41,14.81,35.37,9.58,188.48,118.17
C4orf3,400,336,44,174,648,694,874,1103,396,385,286,330,1394,827,1565,2137
SLC25A40,117,226,45,95,177,154,302,371,144,175,128,110,374,332,291,325
SKP2,1489,1808,367,647,1168,677,1476,1740,216,167,299,237,351,331,149,120
UMODL1,6,1,0,9,47,1,7,9,14,2,31,17,27,21,2,0
ADM2,0,0,0,2,4,2,3,1,1,0,3,0,4,1,1,0
OR1M1,0,0,0,11,0,0,0,0,0,5,0,0,0,1,0,0
KRT15,12,66,195,162,103,192,13738,18219,6569,4329,3710,5083,27919,12482,45279.62,67251
SYNE3,18,21,23,50,114,87,367,396,269,189,299,385,292,352,379,306
NKX2-4,11,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FAM83E,14,23,4,7,5,1,91,93,66,51,12,52,330,239,478,692
SPOCK3,48,144,31,197,136,71,359,373,110,107,97,141,166,135,62,64
KLF1,117,58,1,4,67,27,2,3,1,1,4,0,2,4,18,1
CTHRC1,154,124,48,207,402,186,2104,3056,610,425,829,761,2149,1811,52,88
GON4L,2133.23,3573.32,533.95,1187.51,2242.85,1575.77,2449.08,2510.86,855.5,692.2,882.17,1124.69,2147.22,1802.14,1572.45,1704.57
FFAR4,0,0,0,0,22,4,30,30,13,37,11,11,32,24,32,37
ALKAL2,25.85,25.38,3.35,10.5,19.6,9.56,24.91,8.23,6.36,3.22,13.48,20.57,19.27,23.18,16.66,10.51
GZMM,4,9,4,5,9,18,17,7,7,3,9,8,31,33,24,30
TPRKB,357.52,408.82,78.65,195,436.63,287.7,767.83,892.04,234,181.05,233,277.99,1083.85,650.29,560.88,752.76
FRA10AC1,115,159,24,81,142,110,220,254,61,71,76,75,416,256,266,306
FGFR3,915.38,1477.3,79,322,428.96,169,2282.99,3611.39,868.79,499.84,508.81,568.63,2710.98,2549.79,4493.69,5628.56
MSI1,1934,2196,96,479,237,133,309,395,49,33,39,59,135,112,76,99
